imageIndex,typ,errText,errorClassCombined,errorClassText,is_good,is_PseudoFehler
24204,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24205,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24206,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24207,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24208,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24209,RECT,Lotperle,good,PseudoFehler,1,1
24210,RECT,Lotperle,good,PseudoFehler,1,1
24211,RECT,Lotperle,good,PseudoFehler,1,1
24212,RECT,Lotperle,good,PseudoFehler,1,1
24213,RECT,Lotperle,good,PseudoFehler,1,1
24214,RECT,Lotperle,good,PseudoFehler,1,1
24215,RECT,Lotperle,good,PseudoFehler,1,1
24216,RECT,Lotperle,good,PseudoFehler,1,1
24217,RECT,Lotperle,good,PseudoFehler,1,1
24218,RECT,Lotperle,good,PseudoFehler,1,1
24219,RECT,Lotperle,good,PseudoFehler,1,1
24220,RECT,Lotperle,good,PseudoFehler,1,1
24221,RECT,Lotperle,good,PseudoFehler,1,1
24222,RECT,Lotperle,good,PseudoFehler,1,1
24223,RECT,Lotperle,good,PseudoFehler,1,1
24224,RECT,Lotperle,good,PseudoFehler,1,1
24225,RECT,Lotperle,good,PseudoFehler,1,1
24226,RECT,Lotperle,good,PseudoFehler,1,1
24227,RECT,Lotperle,good,PseudoFehler,1,1
24228,RECT,Lotperle,good,PseudoFehler,1,1
24229,RECT,Lotperle,good,PseudoFehler,1,1
24230,RECT,Lotperle,good,PseudoFehler,1,1
24231,RECT,Lotperle,good,PseudoFehler,1,1
24232,RECT,Lotperle,good,PseudoFehler,1,1
24233,RECT,Lotperle,good,PseudoFehler,1,1
24234,RECT,Lotperle,good,PseudoFehler,1,1
24235,ELLIPSE,Pin,good,PseudoFehler,1,1
24236,RECT,Lotperle,good,PseudoFehler,1,1
24237,RECT,Lotperle,good,PseudoFehler,1,1
24238,ELLIPSE,Pin,good,PseudoFehler,1,1
24239,ELLIPSE,Pin,good,PseudoFehler,1,1
24240,ELLIPSE,Pin,good,PseudoFehler,1,1
24241,ELLIPSE,Pin,good,PseudoFehler,1,1
24242,ELLIPSE,Pin,good,PseudoFehler,1,1
24243,ELLIPSE,Pin,good,PseudoFehler,1,1
24244,ELLIPSE,Pin,good,PseudoFehler,1,1
24245,ELLIPSE,Pin,good,PseudoFehler,1,1
24246,ELLIPSE,Pin,good,PseudoFehler,1,1
24247,ELLIPSE,Pin,good,PseudoFehler,1,1
24248,ELLIPSE,Pin,good,PseudoFehler,1,1
24249,ELLIPSE,Pin,good,PseudoFehler,1,1
24250,RECT,Lotperle,good,PseudoFehler,1,1
24251,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24252,RECT,Lotperle,good,PseudoFehler,1,1
24253,ELLIPSE,Lötung,good,PseudoFehler,1,1
24254,ELLIPSE,Pin,good,PseudoFehler,1,1
24255,ELLIPSE,Pin,good,PseudoFehler,1,1
24256,ELLIPSE,Pin,good,PseudoFehler,1,1
24257,ELLIPSE,Pin,good,PseudoFehler,1,1
24258,ELLIPSE,Pin,good,PseudoFehler,1,1
24259,RECT,Lotperle,good,PseudoFehler,1,1
24260,RECT,Lotperle,good,PseudoFehler,1,1
24261,RECT,Lotperle,good,PseudoFehler,1,1
24262,RECT,Lotperle,good,PseudoFehler,1,1
24263,ELLIPSE,Pin,good,PseudoFehler,1,1
24264,RECT,Lotperle,good,PseudoFehler,1,1
24265,ELLIPSE,Pin,good,PseudoFehler,1,1
24266,ELLIPSE,Pin,good,PseudoFehler,1,1
24267,ELLIPSE,Pin,good,PseudoFehler,1,1
24268,ELLIPSE,Pin,good,PseudoFehler,1,1
24269,ELLIPSE,Lötung,good,PseudoFehler,1,1
24270,ELLIPSE,Lötung,good,PseudoFehler,1,1
24271,ELLIPSE,Pin,good,PseudoFehler,1,1
24272,ELLIPSE,Lötung,good,PseudoFehler,1,1
24273,ELLIPSE,Pin,good,PseudoFehler,1,1
24274,ELLIPSE,Pin,good,PseudoFehler,1,1
24275,ELLIPSE,Pin,good,PseudoFehler,1,1
24276,ELLIPSE,Pin,good,PseudoFehler,1,1
24277,ELLIPSE,Pin,good,PseudoFehler,1,1
24278,RECT,Lotperle,good,PseudoFehler,1,1
24279,ELLIPSE,Pin,good,PseudoFehler,1,1
24280,ELLIPSE,Pin,good,PseudoFehler,1,1
24281,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24282,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24283,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24284,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24285,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24286,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24287,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24288,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24289,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24290,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24291,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24292,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24293,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24294,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24295,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24296,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24297,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24298,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24299,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24300,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24301,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24302,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24303,ELLIPSE,Pin,THT Loetstelle offen,THT Loetstelle offen,0,0
24304,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24305,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24306,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24307,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24308,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24309,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24310,ELLIPSE,Lötung,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24311,ELLIPSE,Lötung,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24312,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24313,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24314,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24315,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24316,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24317,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24318,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24319,ELLIPSE,Pin,good,PseudoFehler,1,1
24320,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24321,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24322,ELLIPSE,Lötung,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24323,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24324,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24325,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24326,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24327,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24328,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24329,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24330,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24331,ELLIPSE,Lötung,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24332,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24333,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24334,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24335,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24336,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24337,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24338,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24339,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24340,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24341,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24342,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24343,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24344,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24345,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24346,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24347,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24348,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24349,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24350,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24351,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24352,ELLIPSE,Lötung,good,PseudoFehler,1,1
24353,ELLIPSE,Pin,good,PseudoFehler,1,1
24354,ELLIPSE,Lötung,THT Loetbruecke,THT Loetbruecke,0,0
24355,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24356,ELLIPSE,Pin,THT Loetbruecke,THT Loetbruecke,0,0
24357,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24358,ELLIPSE,Lötung,THT Loetbruecke,THT Loetbruecke,0,0
24359,ELLIPSE,Lötung,THT Loetbruecke,THT Loetbruecke,0,0
24360,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24361,ELLIPSE,Lötung,THT Loetbruecke,THT Loetbruecke,0,0
24362,ELLIPSE,Pin,good,PseudoFehler,1,1
24363,ELLIPSE,Lötung,THT Loetbruecke,THT Loetbruecke,0,0
24364,ELLIPSE,Lötung,THT Bauteil mechan beschaedigt,THT Bauteil mechan beschaedigt,0,0
24365,ELLIPSE,Pin,THT Bauteil mechan beschaedigt,THT Bauteil mechan beschaedigt,0,0
24366,ELLIPSE,Meniskus,THT Bauteil mechan beschaedigt,THT Bauteil mechan beschaedigt,0,0
24367,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24368,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24369,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24370,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24371,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24372,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24373,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24374,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24375,RECT,Lotperle,good,PseudoFehler,1,1
24376,RECT,Lotperle,good,PseudoFehler,1,1
24377,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24378,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24379,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24380,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24381,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24382,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24383,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24384,ELLIPSE,Lötung,good,PseudoFehler,1,1
24385,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24386,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24387,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24388,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24389,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24390,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24391,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24392,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24393,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24394,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24395,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24396,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24397,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24398,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24399,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24400,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24401,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24402,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24403,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24404,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24405,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24406,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24407,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24408,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24409,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24410,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24411,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24412,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24413,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24414,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24415,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24416,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24417,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24418,ELLIPSE,Lötung,good,PseudoFehler,1,1
24419,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24420,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24421,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24422,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24423,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24424,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24425,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24426,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24427,ELLIPSE,Lötung,good,PseudoFehler,1,1
24428,ELLIPSE,Pin,good,PseudoFehler,1,1
24429,ELLIPSE,Lötung,good,PseudoFehler,1,1
24430,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24431,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24432,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24433,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24434,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24435,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24436,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24437,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24438,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24439,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24440,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24441,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24442,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24443,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24444,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24445,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24446,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24447,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24448,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24449,RECT,Lotperle,good,PseudoFehler,1,1
24450,RECT,Lotperle,good,PseudoFehler,1,1
24451,ELLIPSE,Pin,THT Loetst.Form mangelhaft,THT Loetst.Form mangelhaft,0,0
24452,ELLIPSE,Pin,good,PseudoFehler,1,1
24453,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24454,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24455,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24456,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24457,ELLIPSE,Pin,THT Loetstelle offen,THT Loetstelle offen,0,0
24458,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24459,RECT,Lotperle,good,PseudoFehler,1,1
24460,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24461,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24462,ELLIPSE,Pin,THT Loetbruecke,THT Loetbruecke,0,0
24463,ELLIPSE,Pin,THT Loetbruecke,THT Loetbruecke,0,0
24464,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24465,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24466,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24467,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24468,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24469,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24470,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24471,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24472,ELLIPSE,Pin,good,PseudoFehler,1,1
24473,ELLIPSE,Lötung,good,PseudoFehler,1,1
24474,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24475,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24476,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24477,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24478,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24479,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24480,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24481,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24482,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24483,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24484,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24485,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24486,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24487,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24488,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24489,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24490,ELLIPSE,Pin,good,PseudoFehler,1,1
24491,ELLIPSE,Pin,good,PseudoFehler,1,1
24492,ELLIPSE,Pin,good,PseudoFehler,1,1
24493,ELLIPSE,Pin,good,PseudoFehler,1,1
24494,ELLIPSE,Pin,good,PseudoFehler,1,1
24495,ELLIPSE,Pin,good,PseudoFehler,1,1
24496,ELLIPSE,Pin,good,PseudoFehler,1,1
24497,ELLIPSE,Pin,good,PseudoFehler,1,1
24498,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24499,ELLIPSE,Pin,good,PseudoFehler,1,1
24500,ELLIPSE,Pin,good,PseudoFehler,1,1
24501,ELLIPSE,Pin,good,PseudoFehler,1,1
24502,ELLIPSE,Pin,good,PseudoFehler,1,1
24503,ELLIPSE,Pin,good,PseudoFehler,1,1
24504,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24505,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24506,ELLIPSE,Klemmträger verlötet,good,PseudoFehler,1,1
24507,ELLIPSE,Klemmträger verlötet,good,PseudoFehler,1,1
24508,ELLIPSE,Klemmträger verlötet,good,PseudoFehler,1,1
24509,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24510,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
24511,ELLIPSE,Pin,good,PseudoFehler,1,1
24512,ELLIPSE,Klemmträger verlötet,good,PseudoFehler,1,1
24513,ELLIPSE,Klemmträger verlötet,good,PseudoFehler,1,1
24514,ELLIPSE,Klemmträger verlötet,good,PseudoFehler,1,1
24515,ELLIPSE,Klemmträger verlötet,good,PseudoFehler,1,1
24516,ELLIPSE,Klemmträger verlötet,good,PseudoFehler,1,1
24517,ELLIPSE,Klemmträger verlötet,good,PseudoFehler,1,1
24518,ELLIPSE,Pin,good,PseudoFehler,1,1
24519,ELLIPSE,Pin,good,PseudoFehler,1,1
24520,ELLIPSE,Pin,good,PseudoFehler,1,1
24521,ELLIPSE,Pin,good,PseudoFehler,1,1
24522,ELLIPSE,Pin,good,PseudoFehler,1,1
24523,ELLIPSE,Pin,good,PseudoFehler,1,1
24524,ELLIPSE,Pin,good,PseudoFehler,1,1
24525,ELLIPSE,Pin,good,PseudoFehler,1,1
24526,ELLIPSE,Pin,good,PseudoFehler,1,1
24527,ELLIPSE,Pin,good,PseudoFehler,1,1
24528,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24529,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24530,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24531,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24532,RECT,Lotperle,good,PseudoFehler,1,1
24533,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24534,RECT,Lotperle,good,PseudoFehler,1,1
24535,ELLIPSE,Pin,good,PseudoFehler,1,1
24536,ELLIPSE,Meniskus,good,PseudoFehler,1,1
24537,ELLIPSE,Lötung,good,PseudoFehler,1,1
24538,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24539,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24540,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24541,ELLIPSE,Pin,good,PseudoFehler,1,1
24542,ELLIPSE,Lötung,good,PseudoFehler,1,1
24543,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
24544,ELLIPSE,Pin,good,PseudoFehler,1,1
24545,ELLIPSE,Lötung,good,PseudoFehler,1,1
24546,ELLIPSE,Lötung,good,PseudoFehler,1,1
24547,ELLIPSE,Lötung,good,PseudoFehler,1,1
24548,ELLIPSE,Lötung,good,PseudoFehler,1,1
24549,ELLIPSE,Lötung,good,PseudoFehler,1,1
24550,ELLIPSE,Lötung,good,PseudoFehler,1,1
24551,ELLIPSE,Lötung,good,PseudoFehler,1,1
24552,ELLIPSE,Lötung,good,PseudoFehler,1,1
24553,ELLIPSE,Lötung,good,PseudoFehler,1,1
24554,ELLIPSE,Lötung,good,PseudoFehler,1,1
24555,ELLIPSE,Lötung,good,PseudoFehler,1,1
24556,ELLIPSE,Pin,good,PseudoFehler,1,1
24557,ELLIPSE,Pin,THT Loetbruecke,THT Loetbruecke,0,0
24558,ELLIPSE,Pin,THT Loetbruecke,THT Loetbruecke,0,0
24559,ELLIPSE,Pin,THT Loetbruecke,THT Loetbruecke,0,0
24560,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
24561,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
24562,ELLIPSE,Pin,THT Loetstelle offen,THT Loetstelle offen,0,0
